scaffold_id	mag_ids	note
SternesPR_2017_k119_3837	SternesPR_2017__Y3D3_B_shotgun__bin.2, SternesPR_2017__Y3D1_A_shotgun__bin.2	duplicate across MAGs
SternesPR_2017_k119_11009	SternesPR_2017__Y3D3_B_shotgun__bin.2, SternesPR_2017__Y3D1_A_shotgun__bin.2	duplicate across MAGs
SternesPR_2017_k119_19924	SternesPR_2017__Y3D3_B_shotgun__bin.2, SternesPR_2017__Y3D1_A_shotgun__bin.2	duplicate across MAGs
SternesPR_2017_k119_26832	SternesPR_2017__Y3D3_B_shotgun__bin.2, SternesPR_2017__Y3D1_A_shotgun__bin.2	duplicate across MAGs
VB15-29_k141_1132	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.29	duplicate across MAGs
VB15-29_k141_6644	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.43	duplicate across MAGs
VB15-29_k141_6754	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.43	duplicate across MAGs
VB15-29_k141_7088	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.39	duplicate across MAGs
VB15-29_k141_7573	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.33	duplicate across MAGs
VB15-29_k141_27551	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.43	duplicate across MAGs
VB15-29_k141_29728	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.43	duplicate across MAGs
VB15-29_k141_32110	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.43	duplicate across MAGs
VB15-29_k141_33199	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.33	duplicate across MAGs
VB15-29_k141_45736	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.29	duplicate across MAGs
VB15-29_k141_48373	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.43	duplicate across MAGs
VB15-29_k141_53590	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.43	duplicate across MAGs
VB15-29_k141_62903	MASTER_WP4_FFoQSI_2__VB15-29__bin.8, MASTER_WP4_FFoQSI_3__VB15-29__bin.29	duplicate across MAGs
VB15-29_k141_2627	MASTER_WP4_FFoQSI_2__VB15-29__bin.19, MASTER_WP4_FFoQSI_3__VB15-29__bin.43	duplicate across MAGs
VB15-29_k141_9004	MASTER_WP4_FFoQSI_2__VB15-29__bin.19, MASTER_WP4_FFoQSI_3__VB15-29__bin.23	duplicate across MAGs
VB15-29_k141_2953	MASTER_WP4_FFoQSI_3__VB15-29__bin.29, MASTER_WP4_FFoQSI_2__VB15-29__bin.22	duplicate across MAGs
VB15-29_k141_28729	MASTER_WP4_FFoQSI_3__VB15-29__bin.29, MASTER_WP4_FFoQSI_2__VB15-29__bin.22	duplicate across MAGs
VB15-29_k141_36701	MASTER_WP4_FFoQSI_3__VB15-29__bin.29, MASTER_WP4_FFoQSI_2__VB15-29__bin.17	duplicate across MAGs
VB15-29_k141_49060	MASTER_WP4_FFoQSI_3__VB15-29__bin.39, MASTER_WP4_FFoQSI_2__VB15-29__bin.22	duplicate across MAGs
VB15-29_k141_1406	MASTER_WP4_FFoQSI_2__VB15-29__bin.22, MASTER_WP4_FFoQSI_3__VB15-29__bin.43	duplicate across MAGs
VB15-29_k141_6041	MASTER_WP4_FFoQSI_2__VB15-29__bin.22, MASTER_WP4_FFoQSI_3__VB15-29__bin.43	duplicate across MAGs
VB15-29_k141_8138	MASTER_WP4_FFoQSI_2__VB15-29__bin.22, MASTER_WP4_FFoQSI_3__VB15-29__bin.43	duplicate across MAGs
VB15-29_k141_25129	MASTER_WP4_FFoQSI_2__VB15-29__bin.22, MASTER_WP4_FFoQSI_3__VB15-29__bin.33	duplicate across MAGs
VB15-29_k141_32564	MASTER_WP4_FFoQSI_2__VB15-29__bin.22, MASTER_WP4_FFoQSI_3__VB15-29__bin.33	duplicate across MAGs
VB15-29_k141_45728	MASTER_WP4_FFoQSI_2__VB15-29__bin.22, MASTER_WP4_FFoQSI_3__VB15-29__bin.43	duplicate across MAGs
VB15-29_k141_55030	MASTER_WP4_FFoQSI_2__VB15-29__bin.22, MASTER_WP4_FFoQSI_3__VB15-29__bin.17	duplicate across MAGs
SternesPR_2017_k119_322	SternesPR_2017__Y2D1_B_shotgun__bin.5, SternesPR_2017__Y3D1_A_shotgun__bin.2	duplicate across MAGs
SternesPR_2017_k119_9328	SternesPR_2017__Y2D1_B_shotgun__bin.5, SternesPR_2017__Y3D1_A_shotgun__bin.2	duplicate across MAGs
SternesPR_2017_k119_32802	SternesPR_2017__Y2D1_B_shotgun__bin.5, SternesPR_2017__Y3D1_A_shotgun__bin.2	duplicate across MAGs
VB15-29_k141_1275	MASTER_WP4_FFoQSI_3__VB15-29__bin.43, MASTER_WP4_FFoQSI_2__VB15-29__bin.17	duplicate across MAGs
VB15-29_k141_4153	MASTER_WP4_FFoQSI_3__VB15-29__bin.43, MASTER_WP4_FFoQSI_2__VB15-29__bin.17	duplicate across MAGs
VB15-29_k141_8033	MASTER_WP4_FFoQSI_3__VB15-29__bin.43, MASTER_WP4_FFoQSI_2__VB15-29__bin.17	duplicate across MAGs
VB15-29_k141_15861	MASTER_WP4_FFoQSI_3__VB15-29__bin.43, MASTER_WP4_FFoQSI_2__VB15-29__bin.13	duplicate across MAGs
VB15-29_k141_21236	MASTER_WP4_FFoQSI_3__VB15-29__bin.43, MASTER_WP4_FFoQSI_2__VB15-29__bin.17	duplicate across MAGs
VB15-29_k141_39882	MASTER_WP4_FFoQSI_3__VB15-29__bin.43, MASTER_WP4_FFoQSI_2__VB15-29__bin.13	duplicate across MAGs
VB15-29_k141_25612	MASTER_WP4_FFoQSI_3__VB15-29__bin.42, MASTER_WP4_FFoQSI_2__VB15-29__bin.17	duplicate across MAGs
s9.ctg000011c	O6_bin.circ.4, We5_bin.circ.3	duplicate across MAGs
VB15-29_k141_16160	MASTER_WP4_FFoQSI_2__VB15-29__bin.2, MASTER_WP4_FFoQSI_3__VB15-29__bin.23	duplicate across MAGs
VB15-29_k141_6595	MASTER_WP4_FFoQSI_2__VB15-29__bin.13, MASTER_WP4_FFoQSI_3__VB15-29__bin.33	duplicate across MAGs
VB15-29_k141_33895	MASTER_WP4_FFoQSI_2__VB15-29__bin.13, MASTER_WP4_FFoQSI_3__VB15-29__bin.33	duplicate across MAGs
VB15-29_k141_41059	MASTER_WP4_FFoQSI_3__VB15-29__bin.17, MASTER_WP4_FFoQSI_2__VB15-29__bin.17	duplicate across MAGs
